player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
Hunter Stewart,99841,LB,VIRGINIA,2,0,0,335,54.1,0,0,16,58.1,0,0,0,0,0,31,18,0,0,56.3,0,0,11,75,0,0,0,0,16,12,0,2020
Mike Lockhart,99842,DI,GA TECH,10,0,0,176,56.8,1,6,124,99.2,3.2,4,1,2.8,0,131,130,7,0,56.4,0,2,39,100,5.1,2,2.6,0,41,41,2,2020
Nigel Simmons,99843,ED,VA TECH,1,0,0,337,57.3,0,0,3,100,0,0,0,0,0,3,3,0,0,59.1,0,0,1,100,0,0,0,0,1,1,0,2020
Ben Smiley III,99845,DI,VIRGINIA,2,0,0,335,55.2,0,0,9,100,0,0,0,0,0,9,9,0,0,55.3,0,0,5,100,0,0,0,0,5,5,0,2020
Norell Pollard,99848,DI,VA TECH,11,0,0,337,65,2,9,253,96.4,5.5,14,2,3.4,3,274,264,14,0,70.8,0,6,88,98.9,8,7,5.7,2,94,93,8,2020
Steve Linton,99849,ED,SYRACUSE,8,0,1,304,62.2,3,13,123,95.6,9.8,12,1,6.5,0,135,129,16,0,67.3,1,7,46,100,19.6,9,8.7,0,48,48,8,2020
Kevin Hester Jr.,99852,DI,N CAROLINA,9,0,0,245,55.8,0,1,50,100,2,1,1,1,0,51,51,1,0,55.2,0,0,13,100,0,0,0,0,13,13,0,2020
D'Sean Perry,99853,ED,VIRGINIA,2,0,0,335,75.8,0,1,10,66.7,20,2,0,5,0,15,10,1,0,76.6,0,1,5,55.6,20,1,10,0,9,5,1,2020
D'Quan Douse,99854,DI,GA TECH,8,0,0,176,54.9,0,3,54,100,3.7,2,0,2.8,0,57,57,3,0,59.1,0,1,17,100,5.9,1,2.9,0,18,18,1,2020
Maxx Philpott,99855,DI,VA TECH,5,0,0,337,68.1,0,4,36,94.9,13.9,5,0,5.6,0,39,37,4,0,68.2,0,2,16,100,18.8,3,6.3,0,16,16,2,2020
Malcolm Ray,99856,DI,FLORIDA ST,3,0,0,167,60.3,0,0,31,100,6.5,2,0,0,0,36,36,0,0,60.3,0,0,9,100,11.1,1,0,0,11,11,0,2020
Quevan Lawson,100279,ED,AKRON,3,0,0,102,58.8,0,2,24,75.8,8.3,2,0,4.2,0,33,25,2,0,57.8,0,1,6,70,16.7,1,8.3,0,10,7,1,2020
Russell Vaden IV,100280,CB,E MICHIGAN,2,0,0,160,59.9,0,0,1,1.9,0,0,0,0,0,52,1,0,0,,0,0,0,0,,0,,0,12,0,0,2020
Mark Lee Jr.,100284,S,E MICHIGAN,5,0,0,160,58.4,0,0,2,2.6,0,0,0,0,0,114,3,0,0,,0,0,0,0,,0,,0,28,0,0,2020
Jordan Anderson,100285,S,BOWL GREEN,5,0,0,122,57.3,0,0,4,4.1,0,0,0,0,0,122,5,0,0,,0,0,0,0,,0,,0,36,0,0,2020
Adetutu Daranijo,100292,S,AKRON,5,0,0,102,65.2,0,0,2,4.2,0,0,0,0,0,72,3,0,0,65.2,0,0,2,11.5,0,0,0,0,26,3,0,2020
A.J. Watts,100297,CB,AKRON,6,0,0,102,61,1,0,13,8.7,0,0,1,3.8,0,149,13,1,0,56,0,0,3,5.8,0,0,0,0,52,3,0,2020
Patrick Day,100299,S,BOWL GREEN,3,0,0,122,70.3,0,0,4,15.2,25,1,0,25,1,33,5,1,0,59.5,0,0,1,11.1,0,0,0,0,9,1,0,2020
Darren Anders,100304,LB,BOWL GREEN,5,0,0,122,56.1,1,2,12,10.4,0,0,0,12.5,0,144,15,3,0,55.5,0,1,1,7.3,0,0,50,0,41,3,1,2020
Dylan Powell,100307,CB,BUFFALO,3,0,0,126,60,0,0,0,5,,0,0,,0,20,1,0,0,,0,0,0,0,,0,,0,8,0,0,2020
Jabbar Price,100312,ED,KENT STATE,4,0,1,201,63.3,2,3,45,76.1,8.9,4,1,7.8,1,67,51,6,0,66.6,2,2,18,69,16.7,3,16.7,1,29,20,5,2020
Randy Cochran Jr.,100315,S,AKRON,6,0,0,102,67.9,0,1,3,3,0,0,0,50,1,100,3,2,0,,0,0,0,0,,0,,0,33,0,0,2020
D'Andre Ragin,100316,ED,TOLEDO,5,1,0,316,55.4,0,1,53,91.9,1.9,1,2,0.9,0,62,57,1,1,56.6,0,0,35,94.9,2.9,1,0,0,39,37,0,2020
Blaine Spires,100324,ED,BOWL GREEN,5,0,1,122,79.3,0,7,56,86.1,21.4,12,2,6.3,0,72,62,7,0,84.7,0,5,20,92,30,6,12.5,0,25,23,5,2020
Zander Heim,100325,DI,BUFFALO,1,0,0,126,58.4,0,0,2,100,0,0,0,0,0,3,3,0,0,58.4,0,0,2,100,0,0,0,0,3,3,0,2020
Aaron Hamilton,100326,DI,E MICHIGAN,3,0,0,160,56.2,1,0,44,100,0,0,0,1.1,0,48,48,1,0,55.5,0,0,9,100,0,0,0,0,11,11,0,2020
Sekou Diaby,100331,DI,KENT STATE,4,0,0,201,55.1,0,4,78,100,0,0,0,2.6,0,82,82,4,0,52.8,0,2,34,100,0,0,2.9,0,35,35,2,2020
Julian Richardson,100336,ED,AKRON,6,0,0,102,57.7,0,1,49,84.4,6.1,3,0,5.1,2,64,54,3,0,55.9,0,1,23,96.3,8.7,2,2.2,0,27,26,1,2020
Bryce Wilson,100341,DI,AKRON,4,0,0,102,54.4,0,0,65,100,1.5,1,0,0,0,68,68,0,0,56.5,0,0,19,100,5.3,1,0,0,20,20,0,2020
Buddha Jones,100343,DI,KENT STATE,2,0,0,201,69.6,0,1,23,100,13,3,0,2.2,0,28,28,1,0,66.3,0,1,10,100,10,1,5,0,12,12,1,2020
Alex Merritt,100346,DI,E MICHIGAN,6,1,0,160,61.1,0,3,112,100,3.6,4,1,2.2,1,122,122,4,0,65.5,0,3,26,100,11.5,3,5.8,0,30,30,3,2020
Ronald McGee,100347,DI,BUFFALO,2,0,0,126,70,1,3,20,100,25,5,0,15,1,23,23,5,0,85.9,1,2,6,100,66.7,4,41.7,1,7,7,4,2020
Vonnie Watkins,100349,ED,OHIO,3,0,0,259,61.4,0,1,31,88.6,9.7,3,0,1.6,0,35,31,1,0,58.9,0,0,8,80,12.5,1,0,0,10,8,0,2020
John Mitchell,100351,DI,AKRON,5,0,0,102,55.3,1,2,79,100,2.5,2,0,1.9,0,84,84,3,0,58.8,1,2,25,100,8,2,6,0,28,28,3,2020
Andrew Bench,100353,ED,BOWL GREEN,3,0,0,122,59.2,1,2,47,100,4.3,2,0,3.2,0,51,51,3,0,54,0,0,9,100,0,0,0,0,10,10,0,2020
Brendan Smith,100354,DI,AKRON,1,0,0,102,58.8,0,0,3,100,0,0,0,0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0,2020
DeZaun Brooks,100355,DI,E MICHIGAN,3,0,0,160,69.6,0,1,13,100,15.4,2,1,11.5,1,14,14,2,0,68.6,0,1,7,100,14.3,1,7.1,0,8,8,1,2020
Kyu Blu Kelly,100375,CB,STANFORD,5,0,1,300,59.7,0,0,1,0.6,0,0,2,0,0,159,1,0,0,,0,0,0,0,,0,,0,48,0,0,2020
Salim Turner-Muhammad,100377,CB,STANFORD,5,0,1,300,54.2,0,0,2,1.3,0,0,2,0,0,149,2,0,0,58.1,0,0,1,2.3,0,0,0,0,44,1,0,2020
K.J. Trujillo,100380,S,COLORADO,3,0,0,143,59.4,0,0,1,3,0,0,0,0,0,33,1,0,0,,0,0,0,0,,0,,0,18,0,0,2020
Adonis Otey,100388,CB,USC,1,0,0,326,59.3,0,0,1,14.3,0,0,0,0,0,7,1,0,0,59.3,0,0,1,50,0,0,0,0,2,1,0,2020
Asa Turner,100389,S,WASHINGTON,4,0,0,340,56.3,0,0,2,1.7,0,0,1,0,0,120,2,0,0,56.3,0,0,2,4.7,0,0,0,0,43,2,0,2020
JaTravis McCloud,100391,CB,UTAH,5,0,0,328,60,0,1,1,0.5,0,0,1,50,0,219,1,1,0,,0,0,0,0,,0,,0,123,0,0,2020
Carl Jones Jr.,100406,ED,UCLA,7,0,0,324,71.2,1,5,66,66.4,12.1,8,0,9.1,3,107,71,9,0,66.3,0,3,30,72.1,13.3,4,8.3,1,43,31,4,2020
Connor Soelle,100407,S,ARIZONA ST,3,0,0,110,72,0,2,4,22.7,50,2,0,25,0,22,5,2,0,74.3,0,2,3,25,66.7,2,33.3,0,12,3,2,2020
Nahshon Wright,100412,CB,OREGON ST,6,0,0,265,75.9,0,0,2,1.4,0,0,4,50,1,208,3,1,0,76.9,0,0,2,2.6,0,0,50,1,76,2,1,2020
Miki Suguturaga,100414,DI,UTAH,2,0,0,328,57.1,0,0,6,100,0,0,0,0,0,6,6,0,0,57.7,0,0,4,100,0,0,0,0,4,4,0,2020
Jeremiah Doss,100415,DI,COLORADO,5,0,0,143,57.1,1,1,18,100,0,0,0,5.6,0,22,22,2,0,59.1,1,1,10,100,0,0,10,0,13,13,2,2020
Braxten Croteau,100417,ED,CAL,2,0,0,130,54,1,0,43,86.5,2.3,1,0,1.2,0,52,45,1,0,55.7,1,0,18,86.4,5.6,1,2.8,0,22,19,1,2020
Noa Ngalu,100419,DI,WASHINGTON,1,0,0,340,57.1,0,0,6,100,0,0,0,0,0,6,6,0,0,57.3,0,0,5,100,0,0,0,0,5,5,0,2020
Faatui Tuitele,100420,DI,WASHINGTON,4,0,0,340,55.1,1,1,50,100,2,1,1,2,0,52,52,2,0,57.7,1,1,17,100,5.9,1,5.9,0,19,19,2,2020
Ty Garay-Harris,100429,DI,WASH STATE,1,0,0,341,57.4,0,0,7,100,0,0,0,0,0,7,7,0,0,60,0,0,1,100,0,0,0,0,1,1,0,2020
Datona Jackson,100431,DI,UCLA,7,0,1,324,59.2,2,8,160,98.3,6.9,11,2,3.1,0,173,170,10,0,65.9,2,4,52,96.6,15.4,8,5.8,0,58,56,6,2020
Dovid Magna,100436,DI,UCLA,2,0,0,324,57,0,0,12,100,0,0,0,0,0,12,12,0,0,57.7,0,0,4,100,0,0,0,0,4,4,0,2020
Stephon Wright,100437,DI,ARIZONA ST,1,0,0,110,56.9,0,0,6,100,0,0,0,0,0,6,6,0,0,57.3,0,0,3,100,0,0,0,0,3,3,0,2020
Tautala Pesefea Jr.,100438,DI,ARIZONA ST,4,0,0,110,55.8,0,1,54,100,3.7,2,0,0.9,0,55,55,1,0,54.6,0,1,33,100,3,1,1.5,0,33,33,1,2020
Alexander Randle,100439,DI,ARIZONA ST,2,0,0,110,58.1,0,0,19,100,5.3,1,0,0,0,19,19,0,0,59.1,0,0,15,100,6.7,1,0,0,15,15,0,2020
Stanley Ta'ufo'ou,100444,DI,USC,2,0,0,326,59.4,0,0,22,100,0,0,0,0,0,23,23,0,0,55.8,0,0,11,100,0,0,0,0,11,11,0,2020
De'jon Benton,100445,DI,USC,1,0,0,326,58.4,0,0,4,100,0,0,0,0,0,5,5,0,0,59.1,0,0,1,100,0,0,0,0,2,2,0,2020
Simon Sandberg,100446,DI,OREGON ST,7,3,0,265,73.1,2,7,158,99.4,7,11,1,2.8,0,172,171,9,1,72.6,2,2,55,100,7.3,4,3.6,0,62,62,4,2020
James Rawls,100448,DI,OREGON ST,7,0,0,265,53.6,1,0,57,100,1.8,1,0,0.9,0,61,61,1,0,54.3,0,0,14,100,0,0,0,0,14,14,0,2020
Kristian Williams,100451,DI,OREGON,5,0,0,264,53,0,0,43,100,0,0,0,0,0,46,46,0,0,53.4,0,0,15,100,0,0,0,0,15,15,0,2020
Brandon Dorlus,100452,DI,OREGON,5,0,0,264,69,3,7,93,100,10.8,10,1,5.4,0,99,99,10,0,72.7,3,6,43,100,16.3,7,10.5,0,46,46,9,2020
Janaz Jordan,100455,DI,COLORADO,4,0,0,143,53.3,0,3,45,100,0,0,0,3.3,0,49,49,3,0,52.9,0,2,12,100,0,0,8.3,0,14,14,2,2020
Aeneas DiCosmo,100456,LB,STANFORD,2,0,0,300,58.5,0,0,2,50,0,0,0,0,0,4,2,0,0,,0,0,0,0,,0,,0,1,0,0,2020
Levani Damuni,100457,LB,STANFORD,6,0,0,300,54.7,0,2,21,17.8,0,0,0,4.8,0,135,24,2,0,57.6,0,2,10,26.7,0,0,10,0,45,12,2,2020
Quinn Perry,100463,LB,COLORADO,3,0,0,143,57.6,0,0,2,9.1,0,0,0,0,0,22,2,0,0,59.4,0,0,1,11.1,0,0,0,0,9,1,0,2020
Miki Ah You,100483,LB,WASHINGTON,1,0,0,340,56.5,0,0,3,27.3,0,0,0,0,0,11,3,0,0,57.4,0,0,2,40,0,0,0,0,5,2,0,2020
Daniel Heimuli,100485,LB,WASHINGTON,1,0,0,340,52.7,0,1,1,5.9,0,0,0,50,0,17,1,1,0,52.7,0,1,1,14.3,0,0,50,0,7,1,1,2020
Alphonzo Tuputala,100487,LB,WASHINGTON,2,0,0,340,56.2,0,0,4,22.2,0,0,0,0,0,18,4,0,0,57.4,0,0,3,42.9,0,0,0,0,7,3,0,2020
Kyle Thornton,100494,LB,WASH STATE,2,0,0,341,59.5,0,0,1,25,0,0,0,0,0,4,1,0,0,,0,0,0,0,,0,,0,1,0,0,2020
Brett Johnson,100516,DI,CAL,4,1,0,130,78.4,1,4,119,100,6.7,8,0,3.8,2,123,123,7,0,71.1,1,1,48,100,8.3,4,6.3,2,49,49,4,2020
Stephen Herron,100553,ED,STANFORD,6,0,1,300,67.1,0,13,89,84.1,15.7,14,3,7.3,0,113,95,13,0,67.8,0,8,33,100,18.2,6,12.1,0,36,36,8,2020
Mase Funa,100554,ED,OREGON,5,0,0,264,50.5,1,2,86,69.7,2.3,2,0,1.7,0,132,92,3,0,52.3,0,1,28,75,3.6,1,1.8,0,40,30,1,2020
Jamar Montgomery,100556,ED,COLORADO,5,0,1,143,68.7,0,3,28,66.7,10.7,3,2,5.4,0,45,30,3,0,57.7,0,1,12,60,8.3,1,4.2,0,20,12,1,2020
Joshka Gustav,100557,ED,COLORADO,5,0,0,143,66.3,2,5,66,87.7,16.7,11,0,5.3,0,81,71,7,0,66.6,2,5,36,87,19.4,7,9.7,0,46,40,7,2020
Orin Patu,100560,ED,CAL,1,0,0,130,65,1,0,3,75,0,0,0,16.7,0,4,3,1,0,65,1,0,3,75,0,0,16.7,0,4,3,1,2020
Spencer Jorgensen,100606,LB,STANFORD,1,0,0,300,59.4,0,0,1,12.5,0,0,0,0,0,8,1,0,0,59.4,0,0,1,25,0,0,0,0,4,1,0,2020
Jonathan McGill,100607,CB,STANFORD,6,0,0,300,62.3,0,2,5,4,0,0,2,20,0,151,6,2,0,59.9,0,0,0,2,,0,,0,51,1,0,2020
Jamal Hill,100609,CB,OREGON,4,0,0,264,58.3,0,0,2,2.1,0,0,0,0,0,145,3,0,0,,0,0,0,0,,0,,0,63,0,0,2020
Curtis Appleton II,100610,S,COLORADO,3,0,0,143,51.7,0,0,6,17.6,0,0,0,0,0,34,6,0,0,54.7,0,0,3,14.3,0,0,0,0,21,3,0,2020
Craig Woodson,100612,S,CAL,4,0,0,130,55.5,0,0,4,4.8,0,0,1,0,0,83,4,0,0,59.4,0,0,1,3,0,0,0,0,33,1,0,2020
Kaulana Makaula,100614,S,USC,1,0,0,326,60,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
Kain Medrano,100655,LB,UCLA,3,0,0,324,55.8,0,0,4,16.7,0,0,0,0,0,24,4,0,0,,0,0,0,0,,0,,0,8,0,0,2020
Miles McCord,100672,CB,RICE,5,0,0,275,58.1,0,0,1,0.7,0,0,0,0,0,138,1,0,0,,0,0,0,0,,0,,0,40,0,0,2020
Tre'shon Devones,100673,CB,RICE,3,0,0,275,59.6,0,0,1,1.9,0,0,1,0,0,52,1,0,0,,0,0,0,0,,0,,0,14,0,0,2020
Dwight Toombs II,100675,S,FAU,8,1,0,165,59.3,0,0,13,58.3,0,0,0,0,0,24,14,0,0,58.2,0,0,2,50,0,0,0,0,4,2,0,2020
Dy'vonne Inyang,100689,CB,UTEP,7,0,0,330,54,2,0,10,5,0,0,1,10,0,201,10,2,0,57.6,0,0,2,4.3,0,0,0,0,46,2,0,2020
Marlon Bradley,100692,DI,FAU,2,0,0,165,57.3,0,1,22,100,4.5,1,0,2.3,0,24,24,1,0,60.4,0,1,8,100,12.5,1,6.3,0,9,9,1,2020
Clarence Hicks,100695,LB,UTSA,11,0,2,331,90.7,6,21,101,38.8,27.7,28,6,13.4,0,281,109,27,0,91.5,3,13,30,44,50,15,26.7,0,75,33,16,2020
Esaias Carpenter,100700,DI,MARSHALL,8,0,0,214,57.5,2,2,128,98.5,3.9,5,0,1.6,0,133,131,4,0,62.6,1,2,26,96.4,15.4,4,5.8,0,28,27,3,2020
Latrell Jean,100703,DI,FAU,7,0,0,165,54.2,0,0,60,100,0,0,0,0,0,62,62,0,0,58.1,0,0,4,100,0,0,0,0,4,4,0,2020
Kane Taylor,100704,DI,FIU,4,0,0,166,66.5,0,1,42,100,11.9,5,0,3.6,1,46,46,2,0,61.1,0,0,13,100,7.7,1,7.7,1,13,13,1,2020
Malik Wells,100705,DI,LA TECH,4,0,0,208,64.8,0,2,38,100,7.9,3,0,2.6,0,39,39,2,0,73.8,0,2,9,100,33.3,3,11.1,0,9,9,2,2020
Asher Frow,100707,ED,N TEXAS,3,0,0,251,56.2,1,1,51,100,3.9,2,0,2,0,56,56,2,0,57.2,0,0,10,100,0,0,0,0,12,12,0,2020
Kenneth Dotson,100709,ED,N TEXAS,8,0,0,251,49,0,3,67,100,3,2,1,2.2,0,72,72,3,0,51.5,0,0,15,100,0,0,0,0,17,17,0,2020
Eriq Kitchen,100710,ED,SO MISS,9,0,0,296,60.1,0,8,193,99,6.2,12,0,3.1,2,201,199,10,0,58.8,0,3,33,100,9.1,3,4.5,0,36,36,3,2020
Micario Stanley,100713,DI,UAB,8,0,0,321,61.3,0,2,47,98.1,8.5,4,0,2.1,0,52,51,2,0,64,0,1,13,100,15.4,2,3.8,0,14,14,1,2020
Jalen Rudolph,100719,DI,UTEP,4,0,0,330,55.8,0,0,15,100,0,0,0,0,0,15,15,0,0,57,0,0,5,100,0,0,0,0,5,5,0,2020
De'Braylon Carroll,100722,DI,RICE,5,0,1,275,77,3,5,111,100,11.7,13,1,4.5,1,117,117,9,0,83.1,2,3,32,100,21.9,7,10.9,1,35,35,6,2020
Caliph Brice,100738,LB,FAU,8,0,0,165,66.4,2,4,29,12.1,3.4,1,0,17.2,2,248,30,8,0,60.5,0,1,9,13.4,0,0,16.7,1,67,9,2,2020
Eddie Williams,100742,LB,FAU,8,1,0,165,58.2,0,1,13,16.7,0,0,0,3.8,0,78,13,1,0,55.6,0,0,4,22.2,0,0,0,0,18,4,0,2020
Antarrius Moultrie,100743,LB,FAU,2,0,0,165,57.7,0,0,2,40,0,0,0,0,0,5,2,0,0,59.5,0,0,1,50,0,0,0,0,2,1,0,2020
Kevin Wood,100748,LB,N TEXAS,8,0,0,251,63.2,1,3,29,19.5,6.9,2,0,10.3,1,169,33,5,0,59.8,0,1,8,36,12.5,1,6.3,0,25,9,1,2020
Grayson Murphy,100749,ED,N TEXAS,6,0,0,251,78.6,1,6,79,79.1,19,15,2,9.5,4,110,87,11,0,91.4,1,2,16,89.5,31.3,5,21.9,2,19,17,5,2020
Trevor Harmanson,100753,LB,UTSA,11,0,1,331,62.6,2,9,40,15.1,5,2,2,16.3,1,291,44,12,0,61.6,1,4,17,23.8,11.8,2,20.6,1,84,20,6,2020
Jerome Wilson Jr.,100755,LB,UTEP,7,0,0,330,59,0,2,8,14.3,12.5,1,0,12.5,0,56,8,2,0,60.1,0,1,6,40,16.7,1,8.3,0,15,6,1,2020
Ty'Reke James,100853,S,UTEP,7,0,0,330,59.6,0,0,2,2.3,0,0,0,0,0,87,2,0,0,,0,0,0,0,,0,,0,7,0,0,2020
Justin Harris,100902,CB,CINCINNATI,6,0,0,138,45.6,0,1,1,3,0,0,0,50,0,33,1,1,0,,0,0,0,0,,0,,0,6,0,0,2020
Sauce Gardner,100903,CB,CINCINNATI,8,0,1,138,67.6,0,0,6,2,0,0,7,16.7,1,294,6,1,0,70.6,0,0,3,4,0,0,33.3,1,75,3,1,2020
Damarion Williams,100904,CB,HOUSTON,7,0,0,182,55,0,0,3,1.3,0,0,3,0,0,229,3,0,0,59.1,0,0,1,1.4,0,0,0,0,73,1,0,2020
B.J. Gibson,100911,S,NAVY,3,0,0,237,56,0,0,4,19,0,0,0,0,0,21,4,0,0,59.1,0,0,1,14.3,0,0,0,0,7,1,0,2020
Ja'Quan McMillian,100931,CB,E CAROLINA,9,0,0,156,52.6,0,0,4,1.6,0,0,2,0,0,244,4,0,0,58.3,0,0,1,1.6,0,0,0,0,62,1,0,2020
Everitt Cunningham,100935,ED,MEMPHIS,2,0,0,218,56.2,0,0,3,50,0,0,0,0,0,6,3,0,0,56.9,0,0,2,100,0,0,0,0,2,2,0,2020
Joseph Anderson,100939,ED,TULSA,4,0,0,320,62.5,0,3,22,100,9.1,2,0,6.8,0,24,24,3,0,58.2,0,0,2,100,0,0,0,0,2,2,0,2020
Taures Payne,100941,ED,HOUSTON,6,0,0,182,63.5,1,1,37,100,8.1,3,0,5.4,1,38,38,3,0,66.4,1,0,14,100,14.3,2,10.7,1,15,15,2,2020
Hakeem Ajijolaiya,100942,DI,HOUSTON,1,0,0,182,56.6,0,1,6,100,0,0,0,8.3,0,6,6,1,0,57.5,0,0,3,100,0,0,0,0,3,3,0,2020
Olivier Charles-Pierre,100943,DI,HOUSTON,7,0,0,182,62,0,2,66,100,4.5,3,0,1.5,0,71,71,2,0,57.4,0,1,20,100,5,1,2.5,0,22,22,1,2020
Atlias Bell,100944,DI,HOUSTON,6,0,0,182,77.2,3,3,80,100,11.3,9,0,6.3,2,91,91,8,0,79.5,3,1,29,100,20.7,6,10.3,1,34,34,5,2020
Wardalis Ducksworth,100946,ED,MEMPHIS,10,0,0,218,65.8,1,9,175,98.9,8.6,15,0,5.1,4,180,178,14,0,66.6,0,6,53,100,15.1,8,11.3,3,54,54,9,2020
Raquan Thompson,100949,DI,TULSA,5,0,0,320,55.8,0,0,30,100,0,0,0,0,0,33,33,0,0,57.5,0,0,4,100,0,0,0,0,4,4,0,2020
Cooper Laake,100951,DI,TULSA,1,0,0,320,58.4,0,0,3,100,0,0,0,0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,2020
Tre'Mon Morris-Brash,100952,ED,UCF,9,0,0,323,75.4,4,18,149,92.5,16.1,24,3,8.7,2,173,160,24,0,77.9,4,14,88,92.1,20.5,18,12.5,2,101,93,20,2020
Noah Hancock,100953,DI,UCF,9,0,1,323,54.9,0,4,139,100,2.9,4,1,2.2,1,147,147,5,0,56.2,0,3,68,100,4.4,3,3.7,1,72,72,4,2020
Rick D'Abreu,100955,DI,E CAROLINA,9,0,0,156,72.7,2,10,186,100,11.8,22,2,3.8,1,194,194,13,0,68.6,0,4,54,100,14.8,8,5.6,1,57,57,5,2020
Hozey Haji-Badri,100957,DI,E CAROLINA,3,0,0,156,57.3,0,0,50,96.3,2,1,0,0,0,54,52,0,0,60.9,0,0,11,100,9.1,1,0,0,11,11,0,2020
J'arius Warren,100960,DI,NAVY,10,0,0,237,52.9,0,4,157,96.4,1.3,2,0,1.9,1,168,162,5,0,52,0,3,41,100,2.4,1,3.7,0,42,42,3,2020
Blake Green,100962,DI,USF,8,0,0,327,53.2,1,3,152,94.2,1.3,2,1,1.3,0,171,161,4,0,54.8,1,1,35,90.5,2.9,1,2.9,0,42,38,2,2020
Daniel Archibong,100963,DI,TEMPLE,7,0,0,306,78.8,3,9,137,100,10.9,15,0,6.6,3,143,143,15,0,89.7,1,7,36,100,27.8,10,19.4,3,38,38,11,2020
Kevin Robertson,100964,DI,TEMPLE,5,0,0,306,59.7,0,1,19,100,5.3,1,0,2.6,0,22,22,1,0,66.8,0,1,2,100,50,1,25,0,2,2,1,2020
Ja'Len Sims,100987,LB,MEMPHIS,2,0,0,218,56.8,0,0,2,14.3,0,0,0,0,0,14,2,0,0,,0,0,0,0,,0,,0,6,0,0,2020
Tama Tuitele,100993,LB,NAVY,8,0,0,237,58.9,1,4,32,24.3,6.3,2,2,7.8,0,136,33,5,0,54.3,0,3,12,36.4,0,0,12.5,0,33,12,3,2020
Nicholas Straw,100994,ED,NAVY,9,0,0,237,56.9,1,5,114,62.8,5.3,6,0,3.5,1,191,120,7,0,59.1,1,1,27,75.7,3.7,1,7.4,1,37,28,3,2020
Randal Copeland,100997,LB,USF,1,0,0,327,59.3,0,0,1,100,0,0,0,0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,2020
Demaruez Bellamy,100998,LB,USF,7,1,0,327,64.1,3,5,55,32.1,7.3,4,2,7.3,0,187,60,8,1,71.7,3,4,23,58.1,13,3,15.2,0,43,25,7,2020
Brian Holloway,101002,LB,SMU,5,0,0,287,54.3,0,0,5,22.7,0,0,0,0,0,22,5,0,0,,0,0,0,0,,0,,0,3,0,0,2020
Alefosio Saipaia,101014,DI,NAVY,6,0,0,237,63,2,3,35,100,8.6,3,0,7.1,0,37,37,5,0,67,0,3,9,100,22.2,2,16.7,0,10,10,3,2020
Mannie Nunnery,101079,LB,HOUSTON,5,0,0,182,78,0,4,7,12.1,28.6,2,0,57.1,2,66,8,6,0,84.8,0,2,3,11.5,66.7,2,66.7,1,26,3,3,2020
Terrell Adams,101080,LB,NAVY,7,0,0,237,58.8,2,2,17,12.3,5.9,1,0,11.8,0,138,17,4,0,66.4,2,1,6,20,16.7,1,25,0,30,6,3,2020
John Marshall,101082,S,NAVY,10,1,0,237,56,1,6,41,18,7.3,3,1,8.5,0,245,44,7,0,54.4,0,3,13,22.4,23.1,3,11.5,0,58,13,3,2020
Derek Atwaters,101085,S,NAVY,8,0,0,237,51.3,0,0,7,8,0,0,1,0,0,113,9,0,0,56.7,0,0,2,7.7,0,0,0,0,26,2,0,2020
Joshua Adams,101097,LB,NAVY,2,0,0,237,57.3,0,1,3,23.1,0,0,0,16.7,0,13,3,1,0,58.8,0,1,1,50,0,0,50,0,2,1,1,2020
Abe Anderson,101104,TE,TULSA,1,0,0,320,59.3,0,0,1,100,0,0,0,0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,2020
Markel Reed,101142,CB,BOISE ST,6,0,1,120,62.9,0,1,1,0.7,0,0,2,50,0,136,1,1,0,,0,0,0,0,,0,,0,50,0,0,2020
Cam Lampkin,101146,CB,UTAH ST,5,0,0,329,73.7,0,0,2,1.2,0,0,1,50,1,164,2,1,0,59.1,0,0,1,2.9,0,0,0,0,34,1,0,2020
Antonio Hunt,101148,CB,NEW MEXICO,4,0,1,241,58.3,0,0,1,1,0,0,1,0,0,96,1,0,0,,0,0,0,0,,0,,0,35,0,0,2020
Aaron Lewis,101150,CB,UNLV,6,0,0,325,66.3,0,0,5,2.5,0,0,0,20,1,204,5,1,0,72,0,0,2,3.4,0,0,50,1,59,2,1,2020
Christian Swint,101154,S,NEVADA,6,0,0,239,53.7,0,1,5,2.9,0,0,0,10,0,170,5,1,0,54.4,0,1,3,5.8,0,0,16.7,0,52,3,1,2020
Corvan Taylor,101157,S,AIR FORCE,5,0,0,101,56.2,0,0,3,2.2,0,0,0,0,0,135,3,0,0,56.2,0,0,3,4.2,0,0,0,0,72,3,0,2020
