player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
Josh Jobe,83122,CB,ALABAMA,10,0,0,103,77.6,1,2,13,3.1,0,0,5,26.9,2,419,13,5,0,80.6,1,1,7,4.6,0,0,42.9,2,152,7,4,2020
Alijah Gammage,83135,S,ARIZONA ST,1,0,0,110,59.5,0,1,1,5.9,0,0,0,50,0,17,1,1,0,59.5,0,1,1,10,0,0,50,0,10,1,1,2020
LaDarrius Bishop,83138,CB,ARKANSAS,10,0,0,111,60,0,0,1,0.8,0,0,0,0,0,120,1,0,0,,0,0,0,0,,0,,0,20,0,0,2020
Simeon Blair,83139,S,ARKANSAS,9,0,0,111,58.2,0,0,2,1.4,0,0,0,0,0,144,2,0,0,,0,0,0,0,,0,,0,28,0,0,2020
Joe Foucha,83141,S,ARKANSAS,10,0,1,111,67.4,0,1,25,7.3,8,2,3,6,1,343,25,2,0,57,0,1,3,4.6,0,0,16.7,0,65,3,1,2020
Myles Mason,83143,S,ARKANSAS,9,0,0,111,61.7,0,1,11,6.7,18.2,2,0,4.5,0,164,11,1,0,68.4,0,1,5,26.3,40,2,10,0,19,5,1,2020
Derrick Bean,83147,LB,ARK STATE,6,0,0,113,72.6,4,4,23,18,17.4,4,0,21.7,1,139,25,9,0,64,1,2,10,73.3,20,2,25,1,15,11,4,2020
Antonio Fletcher,83149,S,ARK STATE,10,0,0,113,56.2,0,1,4,1.3,0,0,0,12.5,0,385,5,1,0,57.4,0,1,2,3.9,0,0,25,0,51,2,1,2020
Jaden Harris,83151,LB,ARK STATE,6,0,0,113,67,0,5,17,15.3,11.8,2,0,14.7,0,118,18,5,0,69.1,0,1,4,33.3,0,0,12.5,0,15,5,1,2020
Ryan Ragone,83152,LB,MIAMI FL,6,0,0,220,68.9,0,0,3,12,33.3,1,0,33.3,1,25,3,1,0,59.2,0,0,1,16.7,0,0,0,0,6,1,0,2020
Malkelm Morrison,83164,S,ARMY,10,0,0,114,52.4,4,7,62,23.7,6.5,4,0,10.5,1,278,66,12,0,55.3,0,5,22,25,13.6,3,11.4,0,96,24,5,2020
Julian McDuffie,83165,CB,ARMY,9,0,1,114,82.1,1,0,3,2.5,0,0,4,16.7,0,163,4,1,0,76.6,0,0,0,1.7,,0,,0,58,1,0,2020
Caleb John,83166,CB,ARMY,7,0,1,114,60,0,0,1,1.3,0,0,2,0,0,79,1,0,0,,0,0,0,0,,0,,0,26,0,0,2020
Cedrick Cunningham Jr.,83170,S,ARMY,10,0,0,114,83.4,0,1,5,2,40,2,3,70,3,255,5,4,0,65.1,0,1,1,1.1,100,1,50,0,89,1,1,2020
Luke Cameron,83172,LB,E MICHIGAN,5,0,0,160,58.5,0,1,2,10,0,0,0,25,0,20,2,1,0,,0,0,0,0,,0,,0,4,0,0,2020
Christian Tutt,83174,CB,AUBURN,9,0,0,115,58,0,1,11,4.5,9.1,1,0,4.5,0,246,11,1,0,55.5,0,0,3,3.7,0,0,0,0,81,3,0,2020
Jamien Sherwood,83175,LB,AUBURN,10,0,0,115,64.8,1,1,20,6.8,5,1,1,15,2,336,23,4,0,61.6,0,0,8,7.5,12.5,1,12.5,1,120,9,1,2020
Roger McCreary,83176,CB,AUBURN,10,0,0,115,54.9,0,1,4,1.4,0,0,5,12.5,0,359,5,1,0,57.7,0,0,1,1.6,0,0,0,0,129,2,0,2020
Smoke Monday,83177,S,AUBURN,10,0,0,115,89.9,0,2,10,3.3,40,4,2,20,1,360,12,3,0,81.8,0,0,1,2.2,100,1,0,0,137,3,0,2020
Matthew Criddle,83178,S,BYU,5,0,0,128,58.8,0,1,1,4.3,0,0,0,50,0,47,2,1,0,59.5,0,1,0,6.3,,0,,0,16,1,1,2020
Drew Jensen,83182,LB,BYU,7,0,0,128,72.8,0,0,4,7.9,0,0,0,25,1,63,5,1,0,72.5,0,0,2,13.3,0,0,50,1,15,2,1,2020
Malik Moore,83185,S,BYU,4,0,0,128,66.4,0,1,2,4.5,0,0,0,25,0,44,2,1,0,64.5,0,1,1,7.1,0,0,50,0,14,1,1,2020
Hasaan Hypolite,83194,S,HOUSTON,7,0,0,182,56.4,0,0,3,2.4,0,0,1,0,0,123,3,0,0,57.4,0,0,2,4,0,0,0,0,50,2,0,2020
Trey Dean,83208,S,FLORIDA,9,0,0,163,64.6,1,0,3,2.5,0,0,1,16.7,0,122,3,1,0,59.4,0,0,1,2.7,0,0,0,0,37,1,0,2020
Jamal Anderson,83212,CB,FIU,5,0,0,166,58.9,0,1,1,0.9,0,0,1,50,0,117,1,1,0,,0,0,0,0,,0,,0,36,0,0,2020
Jesson Walker,83213,CB,FIU,4,0,0,166,46.4,0,1,1,2.5,0,0,0,50,0,40,1,1,0,,0,0,0,0,,0,,0,14,0,0,2020
Shawn Dourseau,83216,S,E CAROLINA,9,0,0,156,55.9,0,2,29,10.6,6.9,2,0,3.4,0,284,30,2,0,57.8,0,2,10,12,10,1,10,0,83,10,2,2020
Tyson Campbell,83217,CB,GEORGIA,9,0,1,173,57.2,1,0,6,1.8,16.7,1,4,8.3,0,326,6,1,0,60.8,1,0,4,3.5,25,1,12.5,0,113,4,1,2020
Divaad Wilson,83218,CB,UCF,4,0,0,323,59.5,0,0,1,1.5,0,0,0,0,0,67,1,0,0,,0,0,0,0,,0,,0,31,0,0,2020
Otis Reese IV,83219,S,OLE MISS,2,0,0,226,58.4,0,0,23,18.1,8.7,2,0,0,0,127,23,0,0,52.2,0,0,12,44.4,0,0,0,0,27,12,0,2020
Chris Smith II,83220,S,GEORGIA,8,0,0,173,65.5,1,3,13,5.7,23.1,3,0,15.4,0,227,13,4,0,63.1,1,1,5,5.9,20,1,20,0,85,5,2,2020
Delano Ware,83234,LB,ILLINOIS,4,0,0,187,63.6,1,0,8,9.6,0,0,0,6.3,0,83,8,1,0,,0,0,0,0,,0,,0,24,0,0,2020
Jartavius Martin,83236,S,ILLINOIS,8,0,0,187,59,0,0,2,3.3,0,0,1,0,0,92,3,0,0,,0,0,0,0,,0,,0,32,0,0,2020
Sydney Brown,83241,S,ILLINOIS,6,0,0,187,58.6,0,1,3,1.8,0,0,0,16.7,0,171,3,1,0,59.6,0,0,1,2.3,0,0,0,0,44,1,0,2020
Jamar Johnson,83243,S,INDIANA,7,0,0,190,64.3,2,2,10,4.3,30,3,1,30,1,230,10,5,0,54.2,0,2,5,5.3,20,1,20,0,94,5,2,2020
Noah Pierre,83244,CB,INDIANA,3,0,0,190,60,0,0,0,16.7,,0,0,,0,6,1,0,0,,0,0,0,0,,0,,0,3,0,0,2020
Jaylin Williams,83246,CB,INDIANA,7,0,0,190,67.8,3,1,13,6.1,23.1,3,1,23.1,1,228,14,5,0,63.9,2,1,8,8.4,12.5,1,18.8,0,95,8,3,2020
Devon Matthews,83248,S,INDIANA,7,0,0,190,64.3,0,4,9,3.7,0,0,0,33.3,1,270,10,5,0,63.5,0,2,3,2.8,0,0,33.3,0,109,3,2,2020
Kaevon Merriweather,83257,S,IOWA,7,0,0,192,66.1,0,1,3,1.4,0,0,0,16.7,0,209,3,1,0,68,0,1,2,2,0,0,25,0,98,2,1,2020
Jack Koerner,83258,S,IOWA,8,0,0,192,55.9,0,1,3,1,0,0,0,16.7,0,302,3,1,0,,0,0,0,0,,0,,0,124,0,0,2020
Riley Moss,83259,CB,IOWA,8,0,0,192,60,0,0,1,0.3,0,0,0,0,0,300,1,0,0,,0,0,0,0,,0,,0,123,0,0,2020
Percy Butler,83271,S,LA LAFAYET,9,0,0,207,69.4,1,1,21,8.4,0,0,1,9.5,1,273,23,3,0,76.2,0,0,9,10,0,0,11.1,1,90,9,1,2020
AJ Washington,83273,CB,LA LAFAYET,8,0,0,207,77.7,0,1,7,5.7,42.9,3,1,7.1,0,122,7,1,0,80.1,0,0,3,7,66.7,2,0,0,43,3,0,2020
Cameron Solomon,83275,S,LA LAFAYET,9,0,0,207,66.2,1,2,11,5.5,0,0,0,13.6,0,200,11,3,0,70.7,1,1,4,5.8,0,0,25,0,69,4,2,2020
Kam Pedescleaux,83278,CB,LA LAFAYET,10,0,0,207,51,0,0,12,4.5,0,0,1,8.3,1,269,12,1,0,56.8,0,0,3,3.1,0,0,33.3,1,96,3,1,2020
Steven Gilmore,83286,CB,MARSHALL,8,0,1,214,64.4,0,0,10,4.1,0,0,6,20,2,269,11,2,0,60.8,0,0,6,11.9,0,0,16.7,1,59,7,1,2020
Myles Sims,83292,CB,GA TECH,9,0,0,176,52.4,0,1,4,3,0,0,1,12.5,0,132,4,1,0,55.4,0,1,1,2.2,0,0,50,0,45,1,1,2020
Jordan Howden,83305,S,MINNESOTA,7,0,0,225,59.7,0,0,1,0.5,0,0,0,0,0,210,1,0,0,59.7,0,0,1,1.7,0,0,0,0,60,1,0,2020
Josh Aune,83307,LB,MINNESOTA,6,0,0,225,54.2,0,1,8,8.5,0,0,0,6.3,0,106,9,1,0,59.7,0,0,1,5.6,0,0,0,0,18,1,0,2020
Keidron Smith,83310,CB,OLE MISS,9,0,0,226,59.6,1,1,6,1.8,16.7,1,2,16.7,0,328,6,2,0,,0,0,0,0,,0,,0,64,0,0,2020
Jakorey Hawkins,83311,CB,OLE MISS,7,0,0,226,58.2,0,0,4,2.1,0,0,1,0,0,190,4,0,0,,0,0,0,0,,0,,0,53,0,0,2020
Jarvis Ware,83314,CB,MISSOURI,7,0,0,229,57.4,0,0,2,1.4,0,0,3,0,0,141,2,0,0,,0,0,0,0,,0,,0,59,0,0,2020
Mason Pack,83316,S,MISSOURI,2,0,0,229,59.4,0,0,1,2.9,0,0,0,0,0,34,1,0,0,,0,0,0,0,,0,,0,9,0,0,2020
Cam Jones,83321,LB,SMU,3,0,0,287,56.7,0,0,5,18.5,0,0,0,0,0,27,5,0,0,58,0,0,2,40,0,0,0,0,5,2,0,2020
Cam Taylor-Britt,83326,CB,NEBRASKA,8,0,1,238,64.7,0,0,2,0.8,50,1,5,0,0,249,2,0,0,64.7,0,0,2,2.5,50,1,0,0,80,2,0,2020
Deontai Williams,83327,S,NEBRASKA,8,0,0,238,92.6,0,0,7,3,0,0,3,14.3,1,266,8,1,0,55.6,0,0,3,3.5,0,0,0,0,85,3,0,2020
Jordan Lee,83328,CB,NEVADA,8,0,0,239,67.4,0,0,5,5.6,20,1,0,0,0,108,6,0,0,,0,0,0,0,,0,,0,31,0,0,2020
Emany Johnson,83331,S,NEVADA,8,0,0,239,62,1,1,6,6.4,0,0,0,16.7,0,94,6,2,0,64.9,1,0,2,7.1,0,0,25,0,28,2,1,2020
JoJo Claiborne,83333,S,NEVADA,4,0,0,239,62.6,0,0,8,5.8,12.5,1,0,0,0,139,8,0,0,59.4,0,0,1,2.6,0,0,0,0,39,1,0,2020
DJ Brown,83345,S,NOTRE DAME,10,0,0,258,45.8,0,1,2,1.3,0,0,0,25,0,158,2,1,0,46.5,0,1,1,1.6,0,0,50,0,64,1,1,2020
Paul Moala,83346,LB,NOTRE DAME,3,0,0,258,56.8,0,1,2,13.3,0,0,0,25,0,15,2,1,0,,0,0,0,0,,0,,0,2,0,0,2020
Kitan Oladapo,83349,S,OREGON ST,6,0,0,265,84.2,0,0,3,5.3,0,0,1,66.7,2,114,6,2,0,68.7,0,0,1,4.3,0,0,100,1,47,2,1,2020
Kessawn Abraham,83359,CB,RUTGERS,3,0,0,278,59.6,0,1,1,3.8,0,0,0,50,0,26,1,1,0,59.6,0,1,1,10,0,0,50,0,10,1,1,2020
Christian Izien,83360,S,RUTGERS,9,0,1,278,52.6,0,1,7,2.3,0,0,4,7.1,0,305,7,1,0,55.7,0,0,3,3.2,0,0,0,0,95,3,0,2020
Avery Young,83364,CB,RUTGERS,9,0,0,278,64.5,1,1,16,5.3,6.3,1,2,6.3,0,321,17,2,0,54.7,1,0,4,3.9,0,0,12.5,0,103,4,1,2020
Jaycee Horn,83375,CB,S CAROLINA,7,0,3,289,91.1,1,3,8,3.2,62.5,5,5,25,0,247,8,4,0,76.7,0,1,2,2.5,100,2,25,0,81,2,1,2020
R.J. Roderick,83376,S,S CAROLINA,6,0,0,289,69.6,2,1,7,4.1,28.6,2,0,21.4,0,218,9,3,0,76.4,1,1,2,2.9,100,2,50,0,69,2,2,2020
Bryce Thompson,83392,CB,TENNESSEE,10,0,0,307,92.8,0,0,4,1.4,0,0,0,25,1,279,4,1,0,,0,0,0,0,,0,,0,103,0,0,2020
Trevon Flowers,83393,S,TENNESSEE,10,0,0,307,58.1,0,0,3,0.8,0,0,2,0,0,368,3,0,0,,0,0,0,0,,0,,0,128,0,0,2020
Kenneth George Jr.,83396,CB,TENNESSEE,7,0,1,307,58.7,0,0,1,0.6,0,0,1,0,0,160,1,0,0,58.7,0,0,1,2,0,0,0,0,50,1,0,2020
Leon O'Neal Jr.,83397,S,TEXAS A&M,9,0,1,312,72.1,1,1,6,1.9,0,0,3,16.7,0,311,6,2,0,67.8,1,0,3,3.6,0,0,16.7,0,83,3,1,2020
Jordan Moore,83399,LB,HOUSTON,4,0,0,182,65.7,0,0,2,10.3,0,0,0,50,1,29,3,1,0,67.6,0,0,2,14.3,0,0,50,1,14,2,1,2020
Jarron Morris,83402,CB,TEXAS ST,12,0,2,314,59.5,1,0,2,0.5,0,0,6,25,0,409,2,1,0,,0,0,0,0,,0,,0,78,0,0,2020
Jaylen Key,83413,S,UAB,6,0,0,321,59.7,0,1,1,1.7,0,0,2,50,0,59,1,1,0,,0,0,0,0,,0,,0,26,0,0,2020
Stephan Blaylock,83417,S,UCLA,7,0,0,324,62.7,0,0,5,2.1,20,1,0,0,0,283,6,0,0,57.9,0,0,2,2,0,0,0,0,100,2,0,2020
Elisha Guidry,83421,S,UCLA,7,0,0,324,59.2,0,0,1,1,0,0,0,0,0,96,1,0,0,,0,0,0,0,,0,,0,42,0,0,2020
Bryce Jackson,83428,S,UNLV,6,0,0,325,60,0,0,1,0.5,0,0,3,0,0,201,1,0,0,,0,0,0,0,,0,,0,59,0,0,2020
Vonte Davis,83429,S,UTAH,5,0,0,328,67.7,0,0,4,1.9,0,0,0,25,1,215,4,1,0,57.1,0,0,2,1.6,0,0,0,0,123,2,0,2020
Malone Mataele,83433,CB,UTAH,3,0,0,328,57,0,0,3,3.3,0,0,1,0,0,92,3,0,0,59.1,0,0,1,1.9,0,0,0,0,54,1,0,2020
Justin Prince,83441,S,UTEP,8,0,1,330,72.3,0,1,5,1.9,0,0,1,30,1,263,5,2,0,74.9,0,0,2,4,0,0,50,1,50,2,1,2020
Brendon Harris,83446,S,VANDERBILT,6,0,0,333,55.5,0,1,10,5.7,0,0,0,5,0,192,11,1,0,59.5,0,0,0,2.6,,0,,0,38,1,0,2020
Maxwell Worship,83447,S,VANDERBILT,7,0,0,333,63.7,3,2,31,17.9,3.2,1,0,11.3,1,190,34,6,0,61.5,0,0,5,19.4,20,1,0,0,36,7,0,2020
Dashaun Jerkins,83450,S,VANDERBILT,8,3,0,333,69.2,0,0,21,9.1,4.8,1,1,0,0,243,22,0,0,64.9,0,0,3,6.4,33.3,1,0,0,47,3,0,2020
Kyler Gordon,83451,CB,WASHINGTON,4,0,0,340,61.3,0,0,5,5.2,20,1,0,0,0,97,5,0,0,54,0,0,3,10,0,0,0,0,30,3,0,2020
Bryson Washington,83468,LB,W KENTUCKY,3,0,0,346,75.4,0,1,3,50,66.7,2,0,16.7,0,8,4,1,0,64.5,0,0,1,33.3,100,1,0,0,3,1,0,2020
Alontae Taylor,83469,CB,TENNESSEE,8,0,0,307,59.3,0,2,6,2.5,0,0,2,16.7,0,240,6,2,0,50.7,0,1,3,3,0,0,16.7,0,99,3,1,2020
Michael Matus,83473,ED,ARIZONA ST,3,0,0,110,59.3,3,6,82,94.3,7.3,6,0,6.7,1,88,83,10,0,62,2,5,42,97.7,11.9,5,10.7,1,43,42,8,2020
Noel Iwuchukwu,83474,ED,ARK STATE,8,0,0,113,64.3,2,7,108,95.8,11.1,12,1,5.1,1,119,114,10,0,66.7,0,2,17,90.5,17.6,3,11.8,1,21,19,3,2020
Demitri Washington,83476,ED,BOISE ST,1,0,0,120,53.3,0,0,27,96.6,0,0,0,0,0,29,28,0,0,54.3,0,0,11,100,0,0,0,0,11,11,0,2020
Erick Nisich,83480,DI,CAL,1,0,0,130,59.8,0,0,2,100,0,0,0,0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,2020
Rolan Wooden II,83484,DI,COAST CAR,10,0,0,141,54.3,0,4,66,100,1.5,1,1,3,0,67,67,4,0,57.3,0,4,31,100,3.2,1,6.5,0,31,31,4,2020
Jaylen Joyner,83489,DI,FAU,8,0,1,165,69.4,2,7,225,100,8,18,1,4.7,6,234,234,15,0,59.2,0,1,66,100,3,2,5.3,3,70,70,4,2020
Malcolm Rollins,83497,ED,LA LAFAYET,5,0,0,207,54.8,0,0,28,93.5,0,0,0,0,0,31,29,0,0,56.4,0,0,5,71.4,0,0,0,0,7,5,0,2020
Brandon Nettles,83499,ED,LA MONROE,5,0,0,209,55.6,0,1,38,93.3,5.3,2,0,1.3,0,45,42,1,0,58.2,0,1,16,95,12.5,2,3.1,0,20,19,1,2020
Myles Cole,83500,ED,LA MONROE,9,0,0,209,52.6,1,1,86,96.8,2.3,2,0,2.3,1,94,91,3,0,53.5,1,0,39,97.7,2.6,1,3.8,1,43,42,2,2020
Travez Moore,83501,ED,LSU,3,0,0,211,59.3,0,1,34,100,8.8,3,1,4.4,1,36,36,2,0,59.2,0,1,20,100,10,2,7.5,1,20,20,2,2020
Tariqious Tisdale,83504,ED,OLE MISS,6,0,0,226,61.1,0,3,57,100,8.8,5,0,2.6,0,61,61,3,0,60.7,0,2,15,100,13.3,2,6.7,0,17,17,2,2020
Fabien Lovett,83506,DI,FLORIDA ST,8,0,0,167,61.7,0,8,144,100,6.3,9,0,3.5,1,155,155,9,0,66.7,0,7,53,100,13.2,7,8.5,1,57,57,8,2020
Jaden Crumedy,83508,DI,MISS STATE,10,1,0,227,63.1,0,11,248,97.8,3.6,9,0,3,2,267,261,13,0,61.8,0,10,74,97.5,6.8,5,8.1,1,79,77,11,2020
Zak Mahannah,83510,DI,NEVADA,8,0,0,239,62.7,1,12,238,100,4.2,10,1,4,3,248,248,16,0,62.9,0,5,59,100,10.2,6,7.6,2,62,62,7,2020
Tyreke Smith,83513,ED,OHIO STATE,5,0,0,260,75.6,3,14,86,98.9,22.1,19,0,11,1,92,91,18,0,63.5,1,6,35,100,17.1,6,10,0,36,36,7,2020
Javontae Jean-Baptiste,83514,ED,OHIO STATE,5,0,0,260,72.4,3,7,65,100,18.5,12,0,9.2,1,68,68,11,0,67.8,1,2,25,100,20,5,10,1,26,26,4,2020
Jack Colletto,83540,LB,OREGON ST,4,0,0,265,54.8,0,0,3,18.8,0,0,0,0,0,16,3,0,0,56.4,0,0,2,40,0,0,0,0,5,2,0,2020
Tylan Knight,83710,CB,OLE MISS,4,0,0,226,75.4,0,0,9,8.7,33.3,3,0,0,0,103,9,0,0,,0,0,0,0,,0,,0,15,0,0,2020
Daniel Grzesiak,83724,ED,NEVADA,7,0,0,239,73.2,1,4,54,93.3,18.5,10,0,6.5,1,60,56,6,0,67.1,1,2,23,96,17.4,4,10.9,1,25,24,4,2020
Jeremy Banks,83769,LB,TENNESSEE,9,0,0,307,59,1,1,18,17.1,5.6,1,2,5.6,0,111,19,2,0,60.9,0,0,6,20.7,16.7,1,0,0,29,6,0,2020
Amari Burney,83811,LB,FLORIDA,10,0,0,163,70.5,0,4,41,17.6,12.2,5,0,12.2,3,239,42,7,0,64.6,0,2,16,17.2,18.8,3,6.3,0,93,16,2,2020
Fa'Najae Gotay,83821,LB,MARYLAND,4,0,0,215,58.8,1,1,12,18.3,8.3,1,1,8.3,0,82,15,2,0,68,0,0,3,11.1,33.3,1,0,0,27,3,0,2020
Michael Barrett,83822,LB,MICHIGAN,6,0,0,222,63.3,1,4,52,24.9,0,0,0,6.7,1,213,53,6,0,57.3,0,0,2,5.1,0,0,0,0,59,3,0,2020
Austin Ajiake,83826,LB,UNLV,2,0,0,325,58.7,0,0,2,16.7,0,0,0,0,0,12,2,0,0,59.4,0,0,1,33.3,0,0,0,0,3,1,0,2020
Armani-Eli Adams,83838,S,FAU,8,0,0,165,66.9,0,1,2,3.2,0,0,0,25,0,63,2,1,0,,0,0,0,0,,0,,0,14,0,0,2020
Jacorey Crawford,83840,S,GA STATE,7,0,0,175,61.7,2,0,22,16.8,0,0,0,13.6,2,131,22,4,0,63.8,1,0,5,13.5,0,0,30,1,37,5,2,2020
Tyler Glass,83845,S,LA MONROE,7,0,0,209,55.2,0,1,5,3.8,0,0,0,10,0,130,5,1,0,57.4,0,0,2,4.5,0,0,0,0,44,2,0,2020
Jabari Johnson,83846,S,LA MONROE,10,0,0,209,65.8,2,0,19,9,10.5,2,0,5.3,0,222,20,2,0,65.4,1,0,7,8.4,14.3,1,7.1,0,83,7,1,2020
Michael Dowell,83855,S,MICH STATE,7,0,0,223,70.3,0,2,11,7.1,18.2,2,0,18.2,1,169,12,3,0,71.5,0,2,3,6.9,66.7,2,33.3,0,58,4,2,2020
Marcus Murphy,83857,S,MISS STATE,6,0,0,227,57.6,0,0,2,1.1,0,0,2,0,0,189,2,0,0,,0,0,0,0,,0,,0,53,0,0,2020
Shawn Preston Jr.,83858,S,MISS STATE,9,0,0,227,60,0,0,1,0.4,0,0,1,0,0,230,1,0,0,,0,0,0,0,,0,,0,75,0,0,2020
Patrick Peek,83861,S,NEW MEXICO,7,0,1,241,64,0,1,7,3.8,14.3,1,2,7.1,0,183,7,1,0,59.7,0,0,1,1.5,0,0,0,0,68,1,0,2020
Alex Morris,83862,S,N TEXAS,2,0,0,251,55.7,0,0,4,13.8,0,0,0,0,0,29,4,0,0,56.5,0,0,3,42.9,0,0,0,0,7,3,0,2020
Jaxon Gibbs,83863,S,N TEXAS,3,0,0,251,55.3,0,0,6,9.8,0,0,0,0,0,61,6,0,0,59.4,0,0,1,16.7,0,0,0,0,6,1,0,2020
Josh Proctor,83864,S,OHIO STATE,4,0,0,260,47.8,0,1,1,1.1,0,0,0,50,0,90,1,1,0,48.5,0,1,0,0,,0,,0,47,0,1,2020
Steve Stephens IV,83874,S,OREGON,3,0,0,264,60,0,0,1,2.1,0,0,0,0,0,48,1,0,0,,0,0,0,0,,0,,0,20,0,0,2020
Tre Jenkins,83886,S,S JOSE ST,6,0,0,285,65.7,0,1,3,1.2,0,0,0,16.7,0,259,3,1,0,,0,0,0,0,,0,,0,74,0,0,2020
Keith Gallmon Jr.,83890,S,S ALABAMA,11,0,0,288,60,0,0,1,0.3,0,0,1,0,0,389,1,0,0,,0,0,0,0,,0,,0,84,0,0,2020
TJ Harris,83901,CB,TROY,10,0,0,318,77.1,2,5,14,5.7,21.4,3,0,39.3,2,263,15,9,0,75.5,0,0,1,1.5,100,1,100,1,68,1,1,2020
Talanoa Hufanga,83903,S,USC,5,0,0,326,65.4,1,3,43,23.5,2.3,1,0,9.3,2,183,43,6,0,54.6,1,0,27,31.4,0,0,5.6,1,86,27,2,2020
Shaq Bond,83906,S,UTAH ST,6,0,0,329,64.9,1,3,5,2.3,0,0,1,40,0,213,5,4,0,65.9,1,2,3,6.5,0,0,50,0,46,3,3,2020
Tyrese Ross,83910,S,WASH STATE,1,0,0,341,60,0,0,1,9.1,0,0,0,0,0,11,1,0,0,,0,0,0,0,,0,,0,2,0,0,2020
John Torchio,83916,S,WISCONSIN,1,0,0,349,60,0,0,1,33.3,0,0,0,0,0,3,1,0,0,,0,0,0,0,,0,,0,1,0,0,2020
Jerrod Clark,83954,DI,COAST CAR,11,0,1,141,60,0,5,175,100,1.7,3,2,3.1,3,187,187,8,0,63.1,0,1,26,100,3.8,1,5.8,1,29,29,2,2020
Dante Zanders,83963,ED,FLORIDA,8,0,0,163,52.4,0,2,44,97.9,0,0,0,2.3,0,47,46,2,0,55.3,0,1,7,100,0,0,7.1,0,7,7,1,2020
Crishaun Lappin,84017,TE,NEVADA,1,0,0,239,57.8,0,0,5,100,0,0,0,0,0,5,5,0,0,58.9,0,0,2,100,0,0,0,0,2,2,0,2020
Brody Brumm,84252,WR,LIBERTY,2,0,0,206,60,0,0,1,50,0,0,2,0,0,2,1,0,0,60,0,0,1,100,0,0,0,0,1,1,0,2020
TD Marshall,84462,CB,UAB,8,0,1,321,70.3,1,0,3,1.1,0,0,5,16.7,0,265,3,1,0,,0,0,0,0,,0,,0,90,0,0,2020
Luke Martin,84526,LB,CHARLOTTE,6,0,0,136,47.2,1,1,29,21,0,0,0,3.4,0,138,29,2,0,50.3,1,0,12,22.6,0,0,4.2,0,53,12,1,2020
Lance McMillan,84527,CB,CHARLOTTE,6,0,0,136,60,0,0,1,0.6,0,0,3,0,0,166,1,0,0,,0,0,0,0,,0,,0,63,0,0,2020
Markees Watts,84537,ED,CHARLOTTE,5,0,1,136,59.6,0,6,75,78.8,6.7,5,1,6.7,2,104,82,8,0,56.2,0,3,35,88.9,8.6,3,7.1,1,45,40,4,2020
B.J. Turner,84540,LB,CHARLOTTE,1,0,0,136,61.2,1,0,9,33.3,0,0,0,5.6,0,30,10,1,0,65.2,1,0,3,37.5,0,0,16.7,0,8,3,1,2020
Bryan Wallace,84541,DI,CHARLOTTE,6,0,0,136,57.2,1,3,90,100,3.3,3,0,2.2,0,95,95,4,0,59.6,1,2,31,100,6.5,2,4.8,0,33,33,3,2020
Damon Weldon,84556,ED,CHARLOTTE,3,0,0,136,63.1,0,1,26,79.4,7.7,2,0,5.8,1,34,27,2,0,59.4,0,0,10,91.7,10,1,0,0,12,11,0,2020
Taylor Chandler,84557,ED,CHARLOTTE,1,0,0,136,60,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
Sir'Darrius Ellis,84562,DI,LA MONROE,7,0,0,209,63.9,1,5,45,100,6.7,3,0,8.9,1,46,46,7,0,63.1,1,2,14,100,14.3,2,10.7,0,15,15,3,2020
Darius Muasau,86008,LB,HAWAII,8,0,0,180,76.7,4,10,55,21.9,10.9,6,0,20,4,265,58,18,0,71.5,2,6,31,47.1,16.1,5,19.4,2,70,33,10,2020
Muelu Iosefa,86017,LB,CAL,4,0,0,130,68.8,0,2,8,14.8,25,2,0,25,1,61,9,3,0,68.6,0,1,4,16.7,25,1,37.5,1,24,4,2,2020
Jacob Bandes,86082,DI,WASHINGTON,3,0,0,340,55,0,1,19,100,0,0,0,2.6,0,20,20,1,0,55.4,0,1,10,100,0,0,5,0,11,11,1,2020
Rashawn Yates,86850,ED,USF,9,0,0,327,56.9,3,4,201,98.6,3.5,7,0,2.2,1,220,217,8,0,57.3,1,0,37,95.5,5.4,2,1.4,0,44,42,1,2020
Tyrone Barber,86855,ED,USF,1,0,0,327,59.9,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
Vincent Davis,86856,S,USF,7,0,0,327,69.3,2,1,4,3.5,25,1,1,37.5,0,115,4,3,0,63.7,1,1,1,4.3,0,0,100,0,23,1,2,2020
TW Ayers,86860,ED,ARK STATE,10,0,0,113,57.6,1,6,194,97.7,4.1,8,2,4.4,5,215,210,12,0,68.1,0,0,23,96.3,4.3,1,13,3,27,26,3,2020
